© 2000-2017 QIAGEN. All rights reserved.

Analysis Details for My Projects->Miyoung->11-15-2017_q0.05_EZH2 non canonical_597 - 2017-11-22 10:59 AM
Workspace	My Projects
Project	Miyoung
Analysis	11-15-2017_q0.05_EZH2 non canonical_597 - 2017-11-22 10:59 AM
Date	Wed Nov 22 07:59:42 PST 2017
Analysis ID	15714034

Analysis Settings
Cutoff before duplicate resolution	true
Reference set	Ingenuity Knowledge Base (Genes Only)
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	Yes
Optional Analyses	My Pathways My List
Filter Summary	
Consider only molecules and/or relationships where
(confidence = Experimentally Observed) AND
(mol. types = biologic drug OR chemical - endogenous mammalian OR chemical - endogenous non-mammalian OR chemical - kinase inhibitor OR chemical - other OR chemical - protease inhibitor OR chemical drug OR chemical reagent OR chemical toxicant OR complex OR cytokine OR disease OR enzyme OR function OR G-protein coupled receptor OR group OR growth factor OR ion channel OR kinase OR ligand-dependent nuclear receptor OR mature microRNA OR microRNA OR other OR peptidase OR phosphatase OR transcription regulator OR translation regulator OR transmembrane receptor OR transporter)

Canonical Pathways for My Projects->Miyoung->11-15-2017_q0.05_EZH2 non canonical_597 - 2017-11-22 10:59 AM
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
Developmental Disorder, Hereditary Disorder, Neurological Disease, Organismal Injury and Abnormalities	Coffin-Siris syndrome	Coffin-Siris syndrome	3.60E-04	 	 	 	 	SMARCA2,ARID1B,ARID1A	3	
Cardiovascular System Development and Function, Organismal Development	vasculogenesis	Vasculogenesis	3.68E-04	 	 	 	 	ITGAV,PTPRB,ROCK2,SBDS,INHBA,DICER1,SKP2,HHEX,FERMT2,CCNE2,UBP1,COL4A1,JAK2,LEMD3,MED1,WNK1,SEMA3D,ADAMTS1,KAT6A,PPP3R1,MKL2,RAP1B,SETD2,CYBB,MAP2K6,FGF5,SEMA3E,PAPPA,HIPK1,CHD7,TRPC3,KMT2A,ARHGEF26,CBL,ROR1,PPARGC1B,QKI,BMPER,SOS1,HMGB2,PRKCA,BCL2,CCL2,MAML1,MAPK1,RB1,HIPK2,ECT2,GCLM	49	
Cell Cycle, Cellular Development, Connective Tissue Development and Function	premature senescence	Premature senescence of fibroblast cell lines	3.77E-04	 	 	 	 	LATS1,LMNB1,EP300,LIN9,RB1	5	
Cell Death and Survival	cell death	Cell death of tumor cell lines	3.84E-04	 	 	 	 	LATS1,NEU3,ITGAV,DCAF1,PRKAR2B,TPP2,BARD1,E2F3,SBDS,TLR4,INHBA,DICER1,SKP2,PBK,NUP58,GTSE1,AKAP1,REL,SPOCK1,BACH2,ZNF385B,COL4A1,CASP8AP2,JAK2,JAK1,ATP2A2,CDK8,CCP110,MPHOSPH9,CDK5R1,BIRC6,SFPQ,PLK4,BRCA2,INIP,MAP2K6,FBXO5,TOP1,NEK7,FGF5,TTPA,APAF1,DCLRE1B,SPIN1,BUB1B,ATAD2,ZFYVE16,KMT2A,PIAS1,CBL,ROR1,DOCK1,FAIM,AKAP12,CERS6,FKBP5,PPARGC1B,TCERG1,PTPN11,PMEPA1,TNFSF18,KIF14,CHUK,GLIS3,ITSN1,LMNB1,PPAT,EP300,CAMK4,WEE1,PDPK1,KNL1,PRKCA,NLRP3,USP12,KIDINS220,ADAMTS12,BCL2,CCL2,MAML1,MAPK1,BMI1,SVIL,SMG1,RB1,HIPK2,KIF15,GLS	88	
Cell Cycle	M phase	Arrest in M phase	3.97E-04	 	 	 	 	NEK7,AKAP12,MASTL,BCL2,ECT2,CYP26B1,FBXO5	7	
Connective Tissue Development and Function, Tissue Development	growth	Growth of connective tissue	4.01E-04	 	 	 	 	LATS1,ITGAV,PRKAR2B,NFYA,KMT2A,CBL,NBN,TLR4,TAF4,XRCC2,INHBA,AKAP12,STAG1,DICER1,SKP2,REL,FIGNL1,CHUK,ITSN1,LMNB1,JAK2,PPAT,MED1,EP300,LIN9,KMT2C,PTPRK,MCM9,MSX2,PRKCA,STXBP4,BCL2,CCL2,RAP1B,MAPK1,BMI1,PRMT6,BRCA2,RB1,HIPK2,MAP2K6,RECQL	42	
Cellular Assembly and Organization, DNA Replication, Recombination, and Repair	formation	Formation of gamma H2AX nuclear focus	4.10E-04	 	 	 	 	GTF2H2,REV3L,RMI1,MAPK1,POLQ,BRCA2,HIPK2,DNMT3B	8	
Cell Cycle	G2 phase	Arrest in G2 phase of bone cancer cell lines	4.12E-04	 	 	 	 	PIAS1,MAP2K6,WEE1,BORA	4	
Cell Cycle, Cellular Movement, Connective Tissue Development and Function	cytokinesis	Cytokinesis of fibroblast cell lines	4.12E-04	 	 	 	 	NEK7,PTPN11,ANLN,HIPK2	4	
Cell Cycle, Reproductive System Development and Function	meiosis I	Meiosis I of germ cells	4.12E-04	 	 	 	 	MASTL,DICER1,BUB1B,BRCA2,ECT2,CYP26B1	6	
Digestive System Development and Function	development	Development of digestive system	4.17E-04	 	 	 	 	ITGAV,CHD7,PHF2,KMT2A,TLR4,INHBA,MAN2A1,DICER1,PTPN11,BRD1,BCOR,HHEX,LRP4,CHUK,GLIS3,MED1,EP300,NIPBL,SOS1,CYP26B1,MYO5A,MSX2,BCL2,MKL2,SP3,RB1,SESTD1,TFCP2L1	28	
Cancer, Gastrointestinal Disease, Hepatic System Disease, Organismal Injury and Abnormalities	biliary tract carcinoma	Biliary tract carcinoma	4.17E-04	 	 	 	 	ASCC3,DIP2B,CHD1,PHF2,DDHD1,FRYL,KMT2C,VPS13B,COL12A1,UBR5,EPDR1,ARID2,CACNA2D1,TSPAN12,PMEPA1,BRCA2,RB1,AKAP11,SYNJ1,ARID1A,FAM208B,GPHN	22	
Cell Death and Survival	cell death	Cell death of connective tissue cells	4.29E-04	 	 	 	 	APAF1,ITGAV,PRKAR2B,DCAF1,HIPK1,TPP2,PIAS1,NBN,SLK,TAF4,XRCC2,DDIAS,DICER1,PTPN11,SKP2,QKI,REV3L,RAD51D,REL,BACH2,CASP8AP2,CHUK,ITSN1,EP300,RAI14,PRKCA,NLRP3,BIRC6,BCL2,MAML1,MAPK1,BMI1,BRCA2,RB1,HIPK2,TFDP1,ARID1A,GLS,RECQL	39	
Cell Cycle, Cellular Movement	cytokinesis	Cytokinesis	4.34E-04	 	 	 	 	NEK7,MASTL,AHCTF1,CHMP3,CCP110,OCRL,PTPN11,BIRC6,TRIO,ANLN,BRCA2,SVIL,HIPK2,ECT2,TRRAP,KIF14	16	
Cell Cycle	aneuploidy	Aneuploidy of cells	4.54E-04	 	 	 	 	DNA2,NEK7,XRCC2,CCP110,STAG1,BCL2,RB1,RECQL	8	
Cellular Assembly and Organization, DNA Replication, Recombination, and Repair	stabilization	Stabilization of chromosomes	4.61E-04	 	 	 	 	XRCC2,BUB1B,RAD51D,LIN9,INIP	5	
Cell Cycle, Skeletal and Muscular System Development and Function	cell cycle progression	Cell cycle progression of muscle cells	4.79E-04	 	 	 	 	PTPN11,SKP2,EP300,RB1,E2F3,TFDP1	6	
Cell Morphology, Cellular Assembly and Organization, DNA Replication, Recombination, and Repair	morphology	Morphology of mitotic spindle	4.79E-04	 	 	 	 	NEK7,LATS1,CCP110,NEDD1,MIS12,FBXO5	6	
Cancer, Gastrointestinal Disease, Hepatic System Disease, Organismal Injury and Abnormalities	bile duct carcinoma	Bile duct carcinoma	4.84E-04	 	 	 	 	ASCC3,DIP2B,CHD1,PHF2,DDHD1,FRYL,KMT2C,VPS13B,UBR5,EPDR1,ARID2,CACNA2D1,TSPAN12,PMEPA1,BRCA2,SYNJ1,ARID1A,FAM208B,GPHN	19	
Cell Morphology, Cellular Assembly and Organization, Cellular Development, Cellular Function and Maintenance, Cellular Growth and Proliferation, Nervous System Development and Function, Organismal Development, Tissue Development	neuritogenesis	Neuritogenesis	5.02E-04	 	 	 	 	FGF5,NEU3,CLASP2,SEMA3E,TRPC3,ROCK2,ROR1,DOCK1,INHBA,DICER1,AFG3L2,PTPN11,SEMA7A,TRIO,ARID1B,STRN,STXBP5,LRP4,ITSN1,CAMK4,PPP2R2C,SEMA3D,BOC,WEE1,EPHA4,MYO5A,HMGB2,PTPRK,CDK5R1,DOCK10,PRKCA,KIDINS220,BCL2,MKL2,RAP1B,EIF4G3,ADGRG6,RB1,CYBB,AMIGO1	40	
Cell Cycle	interphase	Interphase of bone cancer cell lines	5.02E-04	 	 	 	 	MTBP,NPAT,PIAS1,RB1,MAP2K6,TFDP1,WEE1,BORA	8	
Embryonic Development, Organismal Development, Tissue Development	closure	Closure of embryonic tissue	5.18E-04	 	 	 	 	CHUK,APAF1,HIPK1,EP300,ROCK2,XRCC2,STIL,UHRF1,SETD2,HIPK2,ARID1A,RAB23,COBL	13	
Cardiovascular System Development and Function, Cellular Development, Cellular Growth and Proliferation, Connective Tissue Development and Function, Hematological System Development and Function, Hematopoiesis, Organismal Development, Tissue Development	differentiation	Differentiation of erythroid precursor cells	5.19E-04	 	 	 	 	INHBA,PRKCA,JAK2,PTPN11,NFYA,BCL2,MED1,MAPK1,BRD1,RB1	10	
Cell Morphology, Cell-To-Cell Signaling and Interaction, Cellular Assembly and Organization, Nervous System Development and Function, Neurological Disease, Tissue Morphology	abnormal morphology	Abnormal morphology of neuromuscular synapse	5.53E-04	 	 	 	 	GDAP1,LRP4,MYCBP2,SYNE2,GPHN,UTRN	6	
Cancer, Endocrine System Disorders, Organismal Injury and Abnormalities, Reproductive System Disease	ovarian serous tumor	Ovarian serous tumor	5.55E-04	 	 	 	 	PBRM1,ZNF551,CEP152,E2F3,ATP8B1,TLR4,PDE7A,PTPN11,ARID1B,C2orf88,POLQ,DIP2B,ZNF92,JAK2,AKAP2,MYCBP2,EP300,OTUD4,KLHL29,BAHD1,BRIP1,KMT2C,MGA,CMTM4,BCL2,MAPK1,BRCA2,SETD2,RB1,ARID1A	30	
Cancer, Neurological Disease, Organismal Injury and Abnormalities	brain cancer	Brain cancer	5.65E-04	 	 	 	 	TOP1,FAM91A1,EP300,CHD7,KHDRBS3,NBN,KMT2C,XRCC2,DICER1,BCL2,ARID1B,BMI1,SETD2,BRCA2,RB1,BCOR,ARID1A,TRRAP	18	
Cellular Development	differentiation	Differentiation of leukemia cell lines	5.66E-04	 	 	 	 	PRKAR2B,B4GALNT1,NFYA,CHD1,KMT2A,KAT6A,INHBA,CDK5R1,BCL2,QKI,SFPQ,SACS,RB1,MAP2K6	14	
Cellular Development, Cellular Growth and Proliferation	cell proliferation	Cell proliferation of tumor cell lines	6.16E-04	 	 	 	 	LATS1,SETD7,ASCC3,ITGAV,DCAF1,PRKAR2B,KCNH1,PCLAF,TPP2,BARD1,E2F3,SBDS,RASSF8,TLR4,INHBA,SKP2,PBK,FAM120A,POLR3G,SLC36A1,REL,CCNE2,TCF12,ABCB10,JAK2,EIF3A,MED1,JAK1,PPP2R2C,ATP2A2,CDK8,KDM3B,ADAMTS1,CDK5R1,MSX2,BIRC6,RIOX2,RAP1B,GTF2I,UHRF1,SFPQ,PRMT6,BRCA2,MAP2K6,ARID1A,UTRN,TOP1,FGF5,TTPA,APAF1,KLF12,SMARCA2,ATAD2,DDX21,KMT2A,CBL,ROR1,PEAK1,KIAA1524,AGK,USP36,AKAP12,FKBP5,CLIP1,PPARGC1B,E2F8,PTPN11,TRIO,RMI1,PMEPA1,TRRAP,EP300,PTPN3,EPHA4,IPO7,PTPRK,PDPK1,PRKCA,CELF2,USP12,KIDINS220,BCL2,CCL2,MAPK1,BMI1,RB1,HIPK2,ECT2,GLS,DNMT3B,AHNAK	91	
Embryonic Development, Organismal Development, Tissue Development	development	Development of lenticular vesicle	6.17E-04	 	 	 	 	MSX2,HIPK1,HIPK2	3	
Cell Cycle, Connective Tissue Development and Function	S phase	S phase of fibroblasts	6.36E-04	 	 	 	 	DCAF1,SKP2,RB1,E2F3,TFDP1,NBN	6	
DNA Replication, Recombination, and Repair	aberration	Aberration of chromosomes	6.71E-04	 	 	 	 	TOP1,XRCC2,REV3L,BRCA2,NBN	5	
Cell Cycle	M phase	Arrest in M phase of tumor cell lines	6.71E-04	 	 	 	 	NEK7,AKAP12,MASTL,BCL2,ECT2	5	
Cancer, Hematological Disease, Organismal Injury and Abnormalities	myelodysplastic syndrome	Myelodysplastic syndrome	6.79E-04	 	 	 	 	TOP1,LDLRAD3,APAF1,JAK2,HLA-DQA1,PPAT,EP300,ETNK1,RPL7L1,SYNE2,CBL,WEE1,SBDS,KMT2C,MGA,PPP3R1,DICER1,PTPN11,C3orf52,MAML1,TRIO,RB1,BCOR	23	
DNA Replication, Recombination, and Repair	metabolism	Metabolism of DNA	6.99E-04	 	 	 	 	DNA2,TOP1,APAF1,DCAF1,PCLAF,ESCO2,BARD1,NBN,INHBA,PTPN11,REV3L,TRRAP,REL,CCNE2,EP300,CAMK4,WEE1,FAM135A,BRIP1,HMGB2,MCM9,NLRP3,BCL2,MAPK1,BRCA2,RB1,TFDP1	27	
Cell Cycle	interphase	Arrest in interphase of sarcoma cell lines	7.09E-04	 	 	 	 	MTBP,CASP8AP2,PIAS1,RB1,MAP2K6,WEE1,BORA	7	
Developmental Disorder, Ophthalmic Disease, Organismal Injury and Abnormalities	microphthalmia-anophthalmia-coloboma spectrum	Microphthalmia-anophthalmia-coloboma spectrum	7.12E-04	 	 	 	 	CCP110,PDPK1,NDST3,TENM3,DICER1,MSX2,EP300,GRIP1,BCOR,CRIM1,DNMT3B	11	
Hereditary Disorder, Neurological Disease, Organismal Injury and Abnormalities, Skeletal and Muscular Disorders	autosomal dominant Charcot-Marie-Tooth disease axonal type 2K	Autosomal dominant Charcot-Marie-Tooth disease axonal type 2K	7.16E-04	 	 	 	 	GDAP1,JPH1	2	
Cell Cycle, Reproductive System Development and Function	cell division	Cell division of spermatogenic cells	7.16E-04	 	 	 	 	BRIP1,DICER1	2	
Developmental Disorder, Hereditary Disorder, Neurological Disease, Organismal Injury and Abnormalities	familial CHARGE syndrome	Familial CHARGE syndrome	7.16E-04	 	 	 	 	SEMA3E,CHD7	2	
Cancer, Hematological Disease, Organismal Injury and Abnormalities	post essential thrombocythemia myelofibrosis	High risk post essential thrombocythemia myelofibrosis	7.16E-04	 	 	 	 	JAK2,JAK1	2	
Developmental Disorder	Nicolaides-Baraitser syndrome	Nicolaides-Baraitser syndrome	7.16E-04	 	 	 	 	SMARCA2,ARID1B	2	
Cell Cycle	telophase	Telophase of bone cancer cell lines	7.16E-04	 	 	 	 	LATS1,MOB1A	2	
Cell Cycle	telophase	Telophase of sarcoma cell lines	7.16E-04	 	 	 	 	LATS1,MOB1A	2	
Cancer, Endocrine System Disorders, Neurological Disease, Organismal Injury and Abnormalities, Reproductive System Disease	tumorigenesis	Tumorigenesis of pituitary cells	7.16E-04	 	 	 	 	SKP2,RB1	2	
Cell Cycle	G2 phase	Arrest in G2 phase of sarcoma cell lines	7.17E-04	 	 	 	 	PIAS1,MAP2K6,WEE1,BORA	4	
Cancer, Developmental Disorder, Gastrointestinal Disease, Hereditary Disorder, Organismal Injury and Abnormalities	hereditary gingival fibromatosis	Hereditary gingival fibromatosis	7.17E-04	 	 	 	 	CCNE2,RB1,TFDP1,SOS1	4	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	Philadelphia-negative myeloid leukemia	Philadelphia-negative myeloid leukemia	7.17E-04	 	 	 	 	JAK2,BCL2,ETNK1,CBL	4	
Cancer	transformation	Transformation of fibroblast cell lines	7.21E-04	 	 	 	 	ITSN1,EP300,BARD1,LIN9,CBL,SOS1,NBN,MTBP,SH3D19,PTPN11,PBK,BCL2,TRIO,CDCA7,MAPK1,BMI1,ECT2,RB1,MAP2K6	19	
Embryonic Development, Organismal Development, Tissue Development	expansion	Expansion of embryonic tissue	7.28E-04	 	 	 	 	INHBA,DICER1,REV3L,BMI1,TFDP1,NBN	6	
Cellular Development, Cellular Growth and Proliferation, Connective Tissue Development and Function, Tissue Development	cell proliferation	Cell proliferation of fibroblasts	7.34E-04	 	 	 	 	LATS1,PRKAR2B,NFYA,KMT2A,NBN,TLR4,TAF4,XRCC2,STAG1,SKP2,LMNB1,PPAT,EP300,LIN9,KMT2C,MCM9,CCL2,RAP1B,MAPK1,BMI1,PRMT6,BRCA2,RB1,MAP2K6,RECQL	25	
Cellular Development, Cellular Growth and Proliferation, Nervous System Development and Function, Tissue Development	proliferation	Proliferation of neuronal cells	7.46E-04	 	 	 	 	TOP1,FGF5,NEU3,CLASP2,DOCK4,ROCK2,DOCK1,SLC12A2,FAIM,GDAP1,VPS13B,ZBTB18,FKBP5,DGKH,PTPN11,SEMA7A,TRIO,ARID1B,EXOC5,NEGR1,GPHN,REL,EP300,CAMK4,PPP2R2C,SEMA3D,ASPM,EML1,CDK5R1,MSX2,PRKCA,BCL2,MAML1,RAP1B,MAPK1,RB1	36	
Cancer, Organismal Injury and Abnormalities	embryonal tumor	Embryonal tumor	7.50E-04	 	 	 	 	TOP1,LRCH1,FAM91A1,EP300,CHD7,KHDRBS3,NBN,KMT2C,XRCC2,MGA,DICER1,PTPN11,BCL2,ARID1B,C3orf52,BMI1,BRCA2,SETD2,RB1,BCOR,ARID1A,TRRAP,UTRN	23	
Cancer, Gastrointestinal Disease, Organismal Injury and Abnormalities	cecum adenocarcinoma	Cecum adenocarcinoma	7.63E-04	 	 	 	 	FAT3,ITGAV,CAMSAP2,KIF21A,PHF2,ROCK2,VPS13B,PPM1E,COL12A1,ATP13A3,DICER1,TCERG1,QKI,ARID1B,TRIO,BRD1,POLQ,LRP4,ITSN1,ZNF92,LRRC8C,B4GALNT1,BRD3,WNK1,RAPGEF6,APPL1,MCM9,MKL2,EIF4G3,SVIL,ARID1A	31	
Cellular Assembly and Organization, Cellular Function and Maintenance	attachment	Attachment of microtubules	7.99E-04	 	 	 	 	CHAMP1,CLASP2,PTPN11,ECT2,CEP350	5	
Amino Acid Metabolism, Small Molecule Biochemistry	metabolism	Metabolism of glutamine family amino acid	8.31E-04	 	 	 	 	MTHFS,PPAT,ME2,GCLM,AADAT,GLS	6	
Cardiovascular Disease, Developmental Disorder, Organismal Injury and Abnormalities	heart septal defect	Heart septal defect	8.62E-04	 	 	 	 	KAT6A,CCNE2,CCP110,DICER1,MSX2,MKL2,ATP2A2,SEMA3D,DOCK1,HHEX,DNMT3B	11	
Cell Cycle	interphase	Arrest in interphase of fibroblast cell lines	8.80E-04	 	 	 	 	LATS1,AKAP12,DDIAS,UBR5,PTPN11,GTF2I,RB1,MAP2K6	8	
Cellular Development, Cellular Growth and Proliferation	cell proliferation	Cell proliferation of cervical cancer cell lines	8.84E-04	 	 	 	 	SETD7,EP300,KCNH1,PCLAF,DDX21,BARD1,PPP2R2C,KIAA1524,USP36,SKP2,UHRF1,MAPK1,RMI1,POLR3G,BRCA2,RB1,AHNAK	17	
Connective Tissue Disorders, Developmental Disorder, Neurological Disease, Organismal Injury and Abnormalities, Skeletal and Muscular Disorders	exencephaly	Exencephaly	9.18E-04	 	 	 	 	XRCC2,APAF1,HIPK1,EP300,TEAD1,BRCA2,BMPER,HIPK2,TFDP1,ROR1,PYGO1	11	
Cell Morphology, Cellular Function and Maintenance	repair	Repair of cells	9.23E-04	 	 	 	 	BRIP1,PBRM1,CAAP1,REV3L,BMI1,BRCA2,RIF1,RB1,TRRAP,NBN	10	
Cancer, Organismal Injury and Abnormalities, Reproductive System Disease	benign neoplasm of female genital organ	Benign neoplasm of female genital organ	9.50E-04	 	 	 	 	ISOC1,MFAP3L,PBRM1,HLA-DQA1,MEX3D,E2F3,ATP8B1,CBL,TLR4,PTPN11,TSPAN12,C2orf88,POLQ,RAB23,NEGR1,FBN1,EP300,WEE1,KMT2C,TAF13,CMTM4,BCL2,MAPK1,BRCA2,SETD2,SMG1,RB1,ARID1A,CAVIN2,UTRN	30	
Cell Morphology, Cellular Assembly and Organization	abnormal morphology	Abnormal morphology of Nucleus	9.61E-04	 	 	 	 	DNA2,KAT6A,MCM9,LMNB1,BRCA2,SYNE2,DCLRE1A,RECQL	8	
Cell Cycle	aneuploidization	Aneuploidization of fibroblast cell lines	9.68E-04	 	 	 	 	LATS1,BUB1B,RB1	3	
Cell Morphology, Connective Tissue Development and Function, Tissue Morphology	size	Size of fibroblasts	9.68E-04	 	 	 	 	PDPK1,PTPN11,RB1	3	
Organismal Development, Organismal Injury and Abnormalities	abnormal morphology	Abnormal morphology of thoracic cavity	9.73E-04	 	 	 	 	SETD7,ITGAV,HLA-DQA1,PKP2,CBL,ATXN1L,DOCK1,TLR4,XRCC2,MAN2A1,AKAP12,LNPEP,PPARGC1B,HHEX,REL,FBN1,UBP1,LMNB1,MED1,EP300,JAK1,ATP2A2,SEMA3D,KAT6A,CCP110,PDPK1,MSX2,PPP3R1,PRKCA,KIDINS220,BCL2,MAML1,MKL2,MAN1A2,TEAD1,MAPK1,CYBB	37	
Cell Morphology, Cellular Assembly and Organization, Cellular Function and Maintenance	formation	Formation of cellular protrusions	1.02E-03	 	 	 	 	NEU3,CLASP2,ROCK2,ATP8B1,INHBA,MTBP,OCRL,DICER1,AFG3L2,ARID1B,STRN,STXBP5,CEP83,PPP2R2C,SEMA3D,BOC,CCP110,CDK5R1,DOCK10,MKL2,RAP1B,PLK4,ADGRG6,ICK,CYBB,AMIGO1,FGF5,ACTR2,SEMA3E,TRPC3,ROR1,DOCK1,AKAP12,STIL,PTPN11,SEMA7A,TRIO,RAB23,LRP4,SPATA13,ITSN1,CAMK4,EPHA4,WEE1,RAPGEF6,MYO5A,HMGB2,PTPRK,PRKCA,KIDINS220,BCL2,CCL2,EIF4G3,RB1,AHNAK	55	
Cell Cycle	S phase	Entry into S phase	1.04E-03	 	 	 	 	E2F8,PTPN11,SKP2,EP300,GTF2I,UHRF1,MEIS2,NPAT,RB1,E2F3,TFDP1,FBXO5	12	
Embryonic Development, Organismal Development	development	Development of body trunk	1.04E-03	 	 	 	 	LATS1,SETD7,PKP2,ROCK2,PANK1,NBN,TLR4,XRCC2,INHBA,DICER1,SKP2,BRD1,BCOR,HHEX,REL,FBN1,CCNE2,TCF12,JAK2,MED1,ATP2A2,ADAMTS1,KAT6A,MCM9,MSX2,PPP3R1,MKL2,MAN1A2,TEAD1,SETD2,BRCA2,MAP2K6,ARID1A,SESTD1,UTRN,PBRM1,CHD7,PHF2,KMT2A,CBL,ATXN1L,TAF4,MAN2A1,AKAP12,PPARGC1B,STIL,PTPN11,GRIP1,BMPER,LRP4,CHUK,LMNB1,GLIS3,RC3H2,ASXL2,EP300,NIPBL,CAMK4,SOS1,MYO5A,PDPK1,PRKCA,ARID2,BCL2,CCL2,MAML1,SP3,MAPK1,RB1,PYGO1	70	
Cancer, Endocrine System Disorders, Organismal Injury and Abnormalities, Reproductive System Disease	primary ovarian cancer	Primary ovarian cancer	1.05E-03	 	 	 	 	BRIP1,COL4A1,PCLAF,BARD1,BRCA2,ECT2,E2F3,NBN	8	
Cell Cycle	mitosis	Mitosis of cervical cancer cell lines	1.06E-03	 	 	 	 	NEK7,MASTL,KNL1,STIL,TCERG1,PLK4,MCIDAS,BRCA2,WEE1,FBXO5	10	
Developmental Disorder, Ophthalmic Disease, Organismal Injury and Abnormalities	anophthalmia or microphthalmia	Anophthalmia or microphthalmia	1.13E-03	 	 	 	 	PDPK1,NDST3,TENM3,DICER1,MSX2,EP300,GRIP1,BCOR,CRIM1,DNMT3B	10	
Cancer, Gastrointestinal Disease, Organismal Injury and Abnormalities	rectal adenocarcinoma	Rectal adenocarcinoma	1.14E-03	 	 	 	 	TOP1,DLAT,APAF1,BUB1B,CHD7,PHF2,KMT2A,DIO2,DOCK1,PPP4R2,SIPA1L2,PPM1E,ATP13A3,TSEN15,GLIS3,LEMD3,VWA8,SEMA3D,SOS1,PDZD2,DOCK10,MGA,PPP3R1,ADAMTS12,MAN1A2,BDP1,BMI1,ICE1,ARID1A,UTRN	30	
Embryonic Development	quantity	Quantity of embryo	1.17E-03	 	 	 	 	TTPA,APAF1,LMNB1,GLIS3,PCLAF,CBL,SLC12A2,TLR4,INHBA,ZBTB18,MSX2,RB1,TFDP1	13	
Cell-To-Cell Signaling and Interaction, Nervous System Development and Function	binding	Binding of neurons	1.24E-03	 	 	 	 	LRP4,COL4A1,CDK5R1,AFG3L2,ITGAV,BCL2,NRXN3,UTRN	8	
Cell Death and Survival	apoptosis	Apoptosis of lung cancer cell lines	1.25E-03	 	 	 	 	COL4A1,APAF1,EP300,ATAD2,KMT2A,TLR4,CERS6,PPARGC1B,PRKCA,SKP2,BCL2,BMI1,PMEPA1,BRCA2,HIPK2,RB1,FBXO5,GTSE1	18	
Developmental Disorder, Ophthalmic Disease, Organismal Injury and Abnormalities	congenital anomaly of eye	Congenital anomaly of eye	1.27E-03	 	 	 	 	FBN1,TENM3,NDST3,EP300,TMEM5,CRIM1,AGK,CCP110,PDPK1,DICER1,MSX2,NHS,GRIP1,RB1,BCOR,DNMT3B	16	
Cancer, Hereditary Disorder, Organismal Injury and Abnormalities	hereditary neoplastic syndrome	Hereditary neoplastic syndrome	1.27E-03	 	 	 	 	ZMYND11,CCNE2,JAK2,BARD1,CBL,SOS1,NBN,BRIP1,XRCC2,PRKCA,DICER1,BCL2,RAD51D,BRCA2,RB1,TFDP1	16	
Cellular Assembly and Organization, DNA Replication, Recombination, and Repair	quantity	Quantity of chromosomes	1.29E-03	 	 	 	 	DICER1,MIS12,BUB1B,TPP2,RAD51D	5	
Cell Cycle	quiescence	Quiescence of cells	1.29E-03	 	 	 	 	DICER1,PRKAR2B,BCL2,EP300,PCLAF	5	
Cell Cycle	G1 phase	G1 phase	1.30E-03	 	 	 	 	ITGAV,NFYA,SMARCA2,KMT2A,BARD1,PIAS1,E2F3,CBL,INHBA,UBR5,MTBP,AKAP12,DDIAS,PPARGC1B,SKP2,REL,CCNE2,JAK2,EP300,NPAT,PPP2R2C,BCL2,MAPK1,RB1,MAP2K6,TFDP1,FBXO5	27	
Cellular Development, Cellular Growth and Proliferation	cell proliferation	Cell proliferation of breast cancer cell lines	1.36E-03	 	 	 	 	LATS1,KCNH1,ATAD2,CBL,PEAK1,KIAA1524,USP36,INHBA,PPARGC1B,SKP2,PBK,FAM120A,SLC36A1,CCNE2,JAK2,EIF3A,MED1,EP300,PTPN3,ADAMTS1,PRKCA,BCL2,MAPK1,BMI1,PRMT6,BRCA2,RB1,MAP2K6,UTRN,GLS,DNMT3B	31	
Cancer, Organismal Injury and Abnormalities, Reproductive System Disease	mammary tumor	Mammary tumor	1.39E-03	 	 	 	 	MYO5C,E2F3,PPFIA1,EPDR1,AKAP1,FERMT2,FBN1,ADAMTS1,RAP1B,SFPQ,ADGRG6,SETD2,BRCA2,AMOTL2,FBXO5,UTRN,NEK7,FAT3,PBRM1,PHF20L1,AIDA,DOCK4,PIAS1,USP36,AKAP12,FKBP5,PTPN11,QKI,TSEN15,LRP4,CHUK,MYCBP2,EP300,KHSRP,PTPN3,UNKL,KMT2C,HIGD1A,MGA,PRKCA,USP12,BCL2,C3orf52,SP3,BMI1,SMG1,FAM91A1,ITGAV,HLA-DQA1,CHD1,BARD1,RHPN2,NBN,TLR4,XRCC2,SKP2,CDCA7,REV3L,AGPS,POLQ,REL,CCNE2,JAK2,B4GALNT1,EIF3A,WNK1,FRYL,BRIP1,CCP110,PPP3R1,CACNA2D1,UHRF1,ARID1A,TOP1,TAF1B,ATAD2,ATAD2B,CBL,KIAA1524,GDAP1,NEK4,COL12A1,UBR5,TRIO,ANLN,ANK2,NIPBL,BAHD1,WEE1,ZNF367,PDPK1,CCL2,EIF4G3,MAPK1,RB1,ECT2,GLS,DNMT3B	98	
